review_id,model_id,evaluation_id,suite_id,reviewer_type,reviewed_at,evidence_kind,evidence_path,evidence_revision,evidence_sha256,source_locator,source_locator_reachable,checks_passed,duplicate_group_ids,canonical_setting_decision,audit_status_preserved,prior_review_status,review_outcome,promotion_eligible,decision_reason
review.7a07e0148c8ff39921be,exaone-path-2.5-slide,pathobench.exaone2025.visiomel.relapse-noprev-melanoma,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/exaone_path_2_5_pathobench_2512.14019v1.csv,arxiv:2512.14019v1,26fbce672fe4cffe73ffc7459c63309efa5984377743fb27085d4c051a59586b,paper=EXAONE Path 2.5|table=4|source_task=visiomel_relapse_noprev_melanoma|model_column=EXAONE Path 2.5,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.visiomel.relapse-noprev-melanoma,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.755596e478fef68c03e6,exaone-path-2.5-slide,pathobench.exaone2025.visiomel.relapse-overall,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/exaone_path_2_5_pathobench_2512.14019v1.csv,arxiv:2512.14019v1,26fbce672fe4cffe73ffc7459c63309efa5984377743fb27085d4c051a59586b,paper=EXAONE Path 2.5|table=4|source_task=visiomel_relapse_overall|model_column=EXAONE Path 2.5,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.visiomel.relapse-overall,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.8ef03f6c24a1832324db,genbio-pathfm,hest.ccrcc.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=CCRCC,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.ccrcc.ccrcc-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.6d2ec6e81e1320d7423f,genbio-pathfm,hest.coad.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=COAD,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.coad.coad-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.843530f86de7a0fbcf5a,genbio-pathfm,hest.idc.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=IDC,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.idc.idc-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.b0c740d9ef34528cfdcd,genbio-pathfm,hest.lung.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=LUNG,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.lung.lung-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.a3a1fc753839f6dc1322,genbio-pathfm,hest.lymph_idc.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=LYMPH_IDC,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.lymph_idc.lymph-idc-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.d05d1a1adc9005642002,genbio-pathfm,hest.paad.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=PAAD,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.paad.paad-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.cf2d5a596db9be76a633,genbio-pathfm,hest.prad.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=PRAD,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.prad.prad-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.96a0accaa56c09121713,genbio-pathfm,hest.read.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=READ,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.read.read-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.8bf6f1ad045caa68aed8,genbio-pathfm,hest.skcm.gene_expression,hest,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/hest/README.md,3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3,3d002564045d3c493f30386df7983ee34b0f2f7ac89bf32ac63a5f780395d811,table=HEST-Benchmark results|table_date=2026-04-03|model_row=GenBio-PathFM|task_column=SKCM,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.hest.skcm.skcm-morphology-to-gene-expression,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.a48cd0072d1e423c14ad,genbio-pathfm,pathorob.camelyon.robustness_index,pathorob,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/pathorob/README.md,6583cf0b0d902c8cc032308262fa3a3befdc0687,2d87485e399409bb7ef4c2fe56601c3bde72237d14c921aec361dbf4cb9ba4ee,table=Leaderboard: Robustness Index|source_snapshot_date=2026-04-02|model_row=GenBio-PathFM|task_column=camelyon,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,semantic.camelyon,retain_reported_external_only,reported_external,machine_parsed_single_source,reported_external,false,"PathoROB table transcription and locator validated; upstream marks the value as external and not author-validated, so no status promotion."
review.9bfdbc8238366fbaf081,genbio-pathfm,pathorob.genbio2026.camelyon.apd_id,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A5|GenBio-PathFM/camelyon/ID,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathorob.camelyon.camelyon-average-performance-drop,retain_analysis_ineligible_apd,parsed_primary_source_analysis_ineligible,machine_parsed_single_source,source_locator_crosschecked,true,Pinned source value and protocol validated; APD remains outside the bounded normalized matrix by contract.
review.cc67a5603922be2366c5,genbio-pathfm,pathorob.genbio2026.camelyon.apd_ood,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A5|GenBio-PathFM/camelyon/OOD,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathorob.camelyon.camelyon-average-performance-drop,retain_analysis_ineligible_apd,parsed_primary_source_analysis_ineligible,machine_parsed_single_source,source_locator_crosschecked,true,Pinned source value and protocol validated; APD remains outside the bounded normalized matrix by contract.
review.34cc8fd24a516f86cac5,genbio-pathfm,pathorob.genbio2026.camelyon.balanced_accuracy,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A4|GenBio-PathFM/camelyon/BACC,true,metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_validated,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.7735c496e07aeb9fccdc,genbio-pathfm,pathorob.genbio2026.tcga.apd_id,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A5|GenBio-PathFM/tcga/ID,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathorob.tcga_4x4.tcga-4x4-average-performance-drop,retain_analysis_ineligible_apd,parsed_primary_source_analysis_ineligible,machine_parsed_single_source,source_locator_crosschecked,true,Pinned source value and protocol validated; APD remains outside the bounded normalized matrix by contract.
review.30b4254afc0be50f3e07,genbio-pathfm,pathorob.genbio2026.tcga.apd_ood,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A5|GenBio-PathFM/tcga/OOD,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathorob.tcga_4x4.tcga-4x4-average-performance-drop,retain_analysis_ineligible_apd,parsed_primary_source_analysis_ineligible,machine_parsed_single_source,source_locator_crosschecked,true,Pinned source value and protocol validated; APD remains outside the bounded normalized matrix by contract.
review.b157d5123e8573f9b25c,genbio-pathfm,pathorob.genbio2026.tcga.balanced_accuracy,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A4|GenBio-PathFM/tcga/BACC,true,metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_validated,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.1775c92e0486c6240abc,genbio-pathfm,pathorob.genbio2026.tolkach_esca.apd_id,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A5|GenBio-PathFM/tolkach_esca/ID,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathorob.tolkach_esca.tolkach-esca-average-performance-drop,retain_analysis_ineligible_apd,parsed_primary_source_analysis_ineligible,machine_parsed_single_source,source_locator_crosschecked,true,Pinned source value and protocol validated; APD remains outside the bounded normalized matrix by contract.
review.2a4a41691999af495331,genbio-pathfm,pathorob.genbio2026.tolkach_esca.apd_ood,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A5|GenBio-PathFM/tolkach_esca/OOD,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathorob.tolkach_esca.tolkach-esca-average-performance-drop,retain_analysis_ineligible_apd,parsed_primary_source_analysis_ineligible,machine_parsed_single_source,source_locator_crosschecked,true,Pinned source value and protocol validated; APD remains outside the bounded normalized matrix by contract.
review.190c5d5dc94f0a4e5918,genbio-pathfm,pathorob.genbio2026.tolkach_esca.balanced_accuracy,pathorob,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A4|GenBio-PathFM/tolkach_esca/BACC,true,metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_validated,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.6b3399e844ef84bce480,genbio-pathfm,pathorob.tcga_2x2.robustness_index,pathorob,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/pathorob/README.md,6583cf0b0d902c8cc032308262fa3a3befdc0687,2d87485e399409bb7ef4c2fe56601c3bde72237d14c921aec361dbf4cb9ba4ee,table=Leaderboard: Robustness Index|source_snapshot_date=2026-04-02|model_row=GenBio-PathFM|task_column=tcga_2x2,true,metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,,retain_reported_external_only,reported_external,machine_parsed_single_source,reported_external,false,"PathoROB table transcription and locator validated; upstream marks the value as external and not author-validated, so no status promotion."
review.74b1b2c7ace7bad0d1ed,genbio-pathfm,pathorob.tolkach_esca.robustness_index,pathorob,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/pathorob/README.md,6583cf0b0d902c8cc032308262fa3a3befdc0687,2d87485e399409bb7ef4c2fe56601c3bde72237d14c921aec361dbf4cb9ba4ee,table=Leaderboard: Robustness Index|source_snapshot_date=2026-04-02|model_row=GenBio-PathFM|task_column=tolkach_esca,true,metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,,retain_reported_external_only,reported_external,machine_parsed_single_source,reported_external,false,"PathoROB table transcription and locator validated; upstream marks the value as external and not author-validated, so no status promotion."
review.479d944240a0e1e00869,genbio-pathfm,thunder.bach.linear_probing,thunder,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/thunder/leaderboards.md,3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f,f174930a107fd0f72ae5b7f4251e86b734713d9335fb067b2b68a1d7f12c3022,table=perDatasetLinearTable|table_update=2026-04-08|model_row=GenBio-PFM|task_column=bach,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.bach.four_class_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.7c46f4260f491193b1cc,genbio-pathfm,thunder.bracs.linear_probing,thunder,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/thunder/leaderboards.md,3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f,f174930a107fd0f72ae5b7f4251e86b734713d9335fb067b2b68a1d7f12c3022,table=perDatasetLinearTable|table_update=2026-04-08|model_row=GenBio-PFM|task_column=bracs,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.bracs.seven_class_classification;semantic.bracs-granularity,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.08450217034a9eda128a,genbio-pathfm,thunder.break_his.linear_probing,thunder,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/thunder/leaderboards.md,3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f,f174930a107fd0f72ae5b7f4251e86b734713d9335fb067b2b68a1d7f12c3022,table=perDatasetLinearTable|table_update=2026-04-08|model_row=GenBio-PFM|task_column=break_his,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.breakhis.selected_four_class_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.ae0afecd0f14ad305fc7,genbio-pathfm,thunder.ccrcc.linear_probing,thunder,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/thunder/leaderboards.md,3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f,f174930a107fd0f72ae5b7f4251e86b734713d9335fb067b2b68a1d7f12c3022,table=perDatasetLinearTable|table_update=2026-04-08|model_row=GenBio-PFM|task_column=ccrcc,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.thunder.ccrcc.ccrcc-linear-probing,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.614fa7da1cfa88f133df,genbio-pathfm,thunder.crc.linear_probing,thunder,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/thunder/leaderboards.md,3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f,f174930a107fd0f72ae5b7f4251e86b734713d9335fb067b2b68a1d7f12c3022,table=perDatasetLinearTable|table_update=2026-04-08|model_row=GenBio-PFM|task_column=crc,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.crc100k.nine_class_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.9ef85485316445e1dc91,genbio-pathfm,thunder.esca.linear_probing,thunder,automated_agent_review,2026-08-06T00:00:00Z,repository,source_data/pinned/thunder/leaderboards.md,3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f,f174930a107fd0f72ae5b7f4251e86b734713d9335fb067b2b68a1d7f12c3022,table=perDatasetLinearTable|table_update=2026-04-08|model_row=GenBio-PFM|task_column=esca,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.thunder.esca.esca-linear-probing,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.a7a5ee6b360bc74c3dcf,genbio-pathfm,thunder.genbio2026.bach.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/BACH,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.bach.four_class_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.b0571d96b6de80e7026c,genbio-pathfm,thunder.genbio2026.bracs.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/BRACS,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.bracs.seven_class_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.87de1d08a004a165f781,genbio-pathfm,thunder.genbio2026.breakhis.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/BreakHis,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.breakhis.selected_four_class_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.3774d7c7a5a450f4c765,genbio-pathfm,thunder.genbio2026.ccrcc.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/CCRCC,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.thunder.ccrcc.ccrcc-linear-probing,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.e24ae9dd2ecad5af1eea,genbio-pathfm,thunder.genbio2026.crc_100k.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/CRC-100K,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.crc100k.nine_class_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.fdbffac618f06d4282b8,genbio-pathfm,thunder.genbio2026.esca.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/ESCA,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.thunder.esca.esca-linear-probing,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.7d63861e752f9f03e1ba,genbio-pathfm,thunder.genbio2026.mhist.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/MHIST,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.mhist.hp_vs_ssa_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.4e2d602bcfe38dd9fc43,genbio-pathfm,thunder.genbio2026.pcam.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/PCAM,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.patchcamelyon.binary_metastasis_classification,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.c99defe7942e9676a673,genbio-pathfm,thunder.genbio2026.tcga_crc.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/TCGA-CRC,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.thunder.tcga_crc_msi.tcga-crc-msi-linear-probing,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.66cf8ec0a918d9f21f06,genbio-pathfm,thunder.genbio2026.tcga_tils.knn,thunder,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/genbio_pathfm_official_2026.csv,genbio-pathfm-2026,6d54f65aa5caa9782f91b44a680c30dc105bf2c09ffc43afa60854d9819358ce,GenBio-PathFM PDF|Table A3|GenBio-PathFM/TCGA-TILS,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.thunder.tcga_tils.tcga-tils-linear-probing,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
