evaluation_id,suite_id,dataset_id,sample_count,sample_count_status,sample_unit,task_type,label_burden_proxy,label_burden_basis,input_processing_proxy,proxy_basis,source_compute,source_runtime,compute_runtime_status,annotation_hours,annotation_hours_status,dollar_cost,dollar_cost_status,reference_url,audit_status,allowlist_id,allowlisted,allowlist_decision_reason,allowlist_v2_id,allowlisted_v2,allowlist_v2_decision_reason
pathobench.exaone2025.cptac_gbm.immune-class,pathobench,cptac_gbm,99,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,99,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,107,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_hnsc.histologic-grade,pathobench,cptac_hnsc,107,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_hnsc.immune-class,pathobench,cptac_hnsc,107,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_hnsc.os,pathobench,cptac_hnsc,102,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_lscc.histologic-grade,pathobench,cptac_lscc,104,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_lscc.immune-class,pathobench,cptac_lscc,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_luad.egfr-mutation,pathobench,cptac_luad,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_luad.immune-class,pathobench,cptac_luad,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_luad.kras-mutation,pathobench,cptac_luad,102,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_luad.os,pathobench,cptac_luad,105,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_luad.stk11-mutation,pathobench,cptac_luad,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_luad.tp53-mutation,pathobench,cptac_luad,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_ov.immune-class,pathobench,cptac_ov,51,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_pda.immune-class,pathobench,cptac_pda,105,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_pda.os,pathobench,cptac_pda,97,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_pda.smad4-mutation,pathobench,cptac_pda,105,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,pathobench,cptac_ucec,93,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_ucec.immune-class,pathobench,cptac_ucec,94,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.cptac_ucec.pten-mutation,pathobench,cptac_ucec,93,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.ebrains.diagnosis,pathobench,ebrains,2319,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.ebrains.diagnosis-group,pathobench,ebrains,2319,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.ebrains.idh-status,pathobench,ebrains,848,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,pathobench,hancook,383,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,pathobench,hancook,74,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.lymphovascular-invasion-l,pathobench,hancook,697,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.os-treatment-rdc,pathobench,hancook,203,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.perineural-invasion-pn,pathobench,hancook,697,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.primarily-metastasis,pathobench,hancook,676,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.primary-tumor-site,pathobench,hancook,696,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.hancook.vascular-invasion-v,pathobench,hancook,697,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.herroi.response,pathobench,herroi,85,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.imp.grade,pathobench,imp,5333,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.mbc_.os,pathobench,mbc_,75,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.mbc_.recist,pathobench,mbc_,76,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,1291,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,1291,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,1291,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.nadt.response,pathobench,nadt,36,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.natbrca.lymphovascular-invasion,pathobench,natbrca,53,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.ovarian.response,pathobench,ovarian,36,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.panda.isup-grade,pathobench,panda,9555,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.sr386_.braf-mutant-binary,pathobench,sr386_,388,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.sr386_.died-within-5-years,pathobench,sr386_,387,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.sr386_.mmr-loss-binary,pathobench,sr386_,389,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.sr386_.os,pathobench,sr386_,144,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.sr386_.ras-mutant-binary,pathobench,sr386_,389,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.visiomel.relapse-noprev-melanoma,pathobench,visiomel,584,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.exaone2025.visiomel.relapse-overall,pathobench,visiomel,1341,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.bcnb.er,pathobench,bcnb,1058,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.bcnb.her2,pathobench,bcnb,1058,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.bcnb.pr,pathobench,bcnb,1058,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.boehmk_.pfs,pathobench,boehmk_,183,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T37,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
