model_id,evaluation_id,selected_value,selected_reference_url,alternate_value,alternate_reference_url,absolute_difference,decision
uni,eva.leaderboard.consep.validation,0.628,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.627,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0010000000000000009,prefer_current_eva_repository_snapshot
uni,eva.leaderboard.monusac.test,0.659,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.662,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0030000000000000027,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.bach.validation,0.729,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.744,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.015000000000000013,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.breakhis.validation,0.717,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.715,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0020000000000000018,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.crc.validation,0.94,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.946,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.006000000000000005,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.gleason_arvaniti.validation,0.729,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.743,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.014000000000000012,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.mhist.test,0.803,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.824,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.020999999999999908,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.patch_camelyon.test,0.92,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.919,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0010000000000000009,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.camelyon16_small.test,0.798,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.822,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.02399999999999991,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.panda_small.test,0.644,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.648,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0040000000000000036,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.consep.validation,0.627,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.624,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0030000000000000027,prefer_current_eva_repository_snapshot
phikon,eva.leaderboard.monusac.test,0.635,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.644,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.009000000000000008,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.bach.validation,0.732,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.737,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0050000000000000044,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.breakhis.validation,0.713,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.725,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.01200000000000001,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.crc.validation,0.939,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.953,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.014000000000000012,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.gleason_arvaniti.validation,0.757,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.753,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0040000000000000036,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.mhist.test,0.777,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.796,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.019000000000000017,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.patch_camelyon.test,0.894,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.9,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.006000000000000005,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.camelyon16_small.test,0.805,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.807,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0020000000000000018,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.panda_small.test,0.625,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.634,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.009000000000000008,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.consep.validation,0.627,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.626,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0010000000000000009,prefer_current_eva_repository_snapshot
phikon-v2,eva.leaderboard.monusac.test,0.644,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.645,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0010000000000000009,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.bach.validation,0.783,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.785,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0020000000000000018,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.breakhis.validation,0.742,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.759,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.017000000000000015,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.crc.validation,0.94,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.943,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0030000000000000027,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.gleason_arvaniti.validation,0.75,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.758,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.008000000000000007,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.mhist.test,0.781,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.785,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0040000000000000036,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.patch_camelyon.test,0.897,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.905,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.008000000000000007,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.camelyon16_small.test,0.771,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.759,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.01200000000000001,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.panda_small.test,0.61,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.604,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.006000000000000005,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.consep.validation,0.602,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.6,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0020000000000000018,prefer_current_eva_repository_snapshot
lunit-vit-s-16,eva.leaderboard.monusac.test,0.629,https://github.com/kaiko-ai/eva/blob/e43e74a99b75660b0014f790f25a33dd9f11e121/tools/data/leaderboards/pathology.csv,0.63,https://huggingface.co/kaiko-ai/midnight/blob/adc6b15679c981cce6f9b018bbad09d16eeeda9f/README.md,0.0010000000000000009,prefer_current_eva_repository_snapshot
